Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ghana,GHA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,21.9975323944151,21.9758079146276,22.2279151544403,22.105960006238,23.1793117393419,20.7323559413477,22.902476774213,22.4656722560044,19.5054066650057,18.796185189125,20.7424921588056,22.0762931773512,11.5288983720451,16.4228101395047,19.5860898887712,17.4466894741831,20.3682058527605,15.141112700143,18.4330526501297,18.235966398244,16.5625589030768,16.0886950648645,17.408749075188,17.6110511495925,18.7859318181678,19.3233444001166,20.4912917723643,26.6218313348421,25.8780246354826,28.3502109341616,32.1757193141546,36.0289910933857,36.7621363537813,36.9201097019308,37.6025049951565,43.0343227164708,45.75724713376,42.9520794794922,46.0023935928984,49.6777884074571,49.8210397188239,52.6160021970445,52.4975934413822,52.5430601292631,..,..,..,..
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.749,6.789,6.827,6.862,6.893,6.918,6.937,6.95,6.957,6.957,6.95,6.936,6.915,6.888,6.855,6.815,6.771,6.721,6.665,6.605,6.539,6.468,6.392,6.31,6.223,6.131,6.032,5.928,5.82,5.71,5.602,5.499,5.403,5.317,5.239,5.168,5.102,5.036,4.969,4.899,4.826,4.753,4.681,4.612,4.548,4.49,4.438,4.392,4.35,4.311,4.273,4.234,4.192,4.146,4.096,4.042,3.984,3.926,..
Ghana,GHA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.3,28.1,..,..,30.1,..,..,..,..,..,..,29.6,..,..,..,..,..,..,32.7,..,..,..,..,..,..,31.7,..,..,..,32.2,..,..
Ghana,GHA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.3512802124023,..,..,..,..,..,..,..,..,..,78.3489074707031,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.7919616699219,..,..,..,..,..,..,..,..,..,65.2946929931641,..,..,..,..,..,..,..,..
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.8974685668945,..,..,..,..,..,..,..,..,..,71.4970703125,..,..,..,..,..,..,..,..
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.70665901262916,2.10300429184549,2.00100300902708,2.01634877384196,1.92198868229588,1.73260572987722,2.2266139657444,..,2.65588235294118,2.50125062531266,2.11819389110226,1.70131947221112,1.42984014209591,1.36493432324386,1.58154506437768,1.71493469619534,1.56680968433956,1.2532473349458,0.851281806918898,0.646304301608674,0.773574778895293,0.741113531698977,0.541347121490787,0.341179539008248,0.593211881978556,1.00044308668175,0.900516843869348,0.892627345844504,0.437880517503805,0.430846522392588,0.443276287228859,0.62738668523149,0.649367793127069,0.686894770819884,0.694440175209406,0.758751902587519,0.640644842669677,0.659996882395454,0.767876965772433,0.76803467477818,1.02115458981678,0.608709585061478,0.599647988211698,0.697575641232993,0.634514033475153,0.598185497137593,0.371050446892927,0.509249881411555,0.398444619594323,0.455352363073505,0.380677683292731,0.592259762335199,0.804165255771521,0.533396349015532,0.678998512485068,0.526514224013995,0.38246672396885,0.406035055008352,..
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Gibraltar,GIB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,..,100,100,100,100,..,99.9969069932882,100,99.9977016249512,100,100,100,..,..,100,100,100,100,100,100,100,99.9991796419958,100,..,..,100,100,..,100,100,100,100,..,100,..,98.9605091383812,99.5128172426986,..,..,..,..
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Greece,GRC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.9398574829102,..,..,87.5186462402344,..,..,85.4665222167969,..
Greece,GRC,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6779.88678295592,7476.29745734067,7545.85721616941,8279.94280731231,8931.28391212882,9724.57220201183,10241.8149619167,10715.5882974665,11355.5742613309,12434.2251126829,13392.3081358857,14379.9007450618,15738.2824730944,16934.8024450683,15786.2695800376,16634.4748313228,17500.3129206643,17782.1208458912,18825.0906239721,19202.0550826147,19143.1241110279,18677.4750732207,18352.4398564881,18049.1837420238,18320.5841977454,18707.5689832413,18742.3160580413,18257.8040269463,18971.6435058095,19590.0677863798,19383.934648323,19746.3821359444,19733.2904130851,19303.6669844654,19591.3995220489,19909.5296030908,20389.3180153866,21198.7906496062,21902.738778458,22489.3159600447,23275.4443060502,24111.4174535329,24965.5940271221,26349.2773362358,27614.4059346282,27698.5106148475,29176.3928664896,30054.8893883805,29874.7434456727,28514.8100942614,26917.7589787254,24495.7111345202,22830.5267787719,22251.2572924131,22565.6804825426,22615.3945872492,22666.2862405708,23055.4472736622,..
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,98.3110386223895,98.1995663687667,98.1245797040102,97.6810756859062,98.1937114881771,98.2709754582973,96.8270220589795,97.1139621691917,97.9057289411428,97.2868552593024,91.1588776862998,92.2033101763602,93.2623520389979,94.5394800286138,94.1810438810152,94.6878129986745,95.2060267756014,95.476344863432,95.0107022169821,94.9415067787722,94.6890563941684,94.7459644297625,94.5629202881216,94.8361202552001,94.3976085238801,95.7001889003187,94.9722599861982,95.5804379610924,96.1781500268069,96.6305186932786,94.5633807165641,94.0558441412448,94.3219625820746,94.1611940096502,94.2701135036555,93.8500600395513,93.4629999895318,93.5109472268787,94.0869481450655,94.1798350397627,94.5911932503073,94.387342657927,94.0716597172761,93.9892259195107,93.779444401372,93.4107380305851,92.8859917071343,93.0260213545142,92.7801542308939,92.3708331056732,90.3856027553296,90.8529640366756,90.1482336284077,88.0012527595895,86.0493171783821,82.5746351336883,..,..,..
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.23,2.13,2.16,2.14,2.24,2.25,2.32,2.45,2.42,2.36,2.4,2.32,2.32,2.27,2.38,2.33,2.35,2.27,2.28,2.26,2.23,2.09,2.03,1.94,1.83,1.67,1.6,1.5,1.5,1.4,1.39,1.37,1.36,1.32,1.33,1.28,1.26,1.27,1.24,1.23,1.25,1.25,1.28,1.29,1.31,1.34,1.4,1.41,1.5,1.5,1.48,1.4,1.34,1.29,1.3,1.33,1.38,1.38,..
Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.6,25.5,26.3,26.7,26,26,26,25.6,25.6,26.6,26.4,26.1,26.2,..,..,..
Greece,GRC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.0637969970703,..,..,..,..,..,..,..,..,..,96.0374603271484,..,..,..,..,..,..,..,..,..,97.8112182617188,..,..,..,95.4500579833984,..,96.1575698852539,..,96.0662231445313,..,98.2821578979492,..,..,..,..,..,..,..
Greece,GRC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.3199920654297,..,..,..,..,..,..,..,..,..,89.3533020019531,..,..,..,..,..,..,..,..,..,94.2394104003906,..,..,..,90.7654113769531,..,91.8124694824219,..,91.8476104736328,..,96.5021133422852,..,..,..,..,..,..,..
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.512321472168,..,..,..,..,..,..,..,..,..,92.6104507446289,..,..,..,..,..,..,..,..,..,95.9943618774414,..,..,..,93.0443115234375,..,93.9315490722656,..,93.9051132202148,..,97.3687362670898,..,..,..,..,..,..,..
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.85730295953435,4.24357000022985,4.04842971228294,3.82448463962285,3.57356211032106,3.49846492059281,3.58468738765907,4.34570766758805,4.69018026641258,4.78878606005897,4.19730219448359,4.11919917305914,3.95652514491618,3.5177090640908,4.82446883464592,5.84732162220776,5.82922738415295,5.91853565442111,5.57544451249418,5.181248328693,4.6608059951787,5.7357013089349,5.62659345822855,5.17247666277713,4.83544433693963,4.69256693840525,4.12801512211307,4.25552044841929,4.19823223061689,3.7658694645888,3.79826032707078,3.484865109943,3.62980089042347,3.60012469561704,3.58197232877289,3.17319019644845,3.31191328182087,3.36586889039913,3.53386881535161,3.36046994465272,3.4653553200877,3.2514128562331,3.07737457530637,2.49389475250307,2.6056725297167,2.83659627710513,2.78341887025863,2.67930592141554,2.98305234467534,3.22484113782307,2.72700992548077,2.47694916546717,2.40769137499271,2.35768125078197,2.34297311044201,2.47271681193149,2.55173957070307,2.50615718393274,..
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Greenland,GRL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,15656.4729016411,17401.3188157865,18055.461814736,19008.827909677,19890.5550639839,19978.734734742,21126.7150112384,23130.1993274424,24621.5604407947,25610.1031611625,27499.3834842896,27248.0986152271,25790.9724005255,26375.3367208026,24724.4610195573,25387.6140366334,27036.990708914,28211.9211584797,29412.2423364339,31087.3204227791,27295.9523444254,27314.107194088,26011.6275626403,24748.533678432,26073.0270997514,26899.8018575843,27262.4139043324,27613.480696594,29702.688972125,30111.9577032899,32193.0025213682,32514.7598494986,32051.665664368,33380.2099332889,35645.6010702786,37352.8925366913,39539.9157055674,40626.7814272793,43305.7027608534,43684.587199796,43988.3324931946,43781.4625641366,44454.3735497748,43954.0216096558,46443.7634176959,46738.0622579051,50255.1169982346,..,..
Greenland,GRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.345,2.255,2.349,2.197,2.187,2.435,2.332,2.236,2.054,2.107,2.241,2.044,2.083,2.317,2.299,2.444,2.421,2.607,2.578,2.527,2.512,2.493,2.69,2.457,2.415,2.329,2.51,2.566,2.372,2.415,2.377,2.256,2.299,2.247,2.359,2.195,2.117,2.019,2.077,2.037,2.01,2,2.09,..
Greenland,GRL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.5608291625977,82.0370483398438,82.5127487182617,82.9853973388672,83.4519271850586,83.9092788696289,84.3543853759766,84.7842102050781,85.04,85.5857238769531,85.9528198242188,86.3015060424805,86.6378479003906,86.967903137207,87.297737121582,87.633415222168,87.9810028076172,88.3465576171875,90,89.1437301635742,89.5708541870117,88.8,90.467155456543,90.9303283691406,91.3995056152344,91.8716888427734,92.344367980957,..,..
Grenada,GRD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2945.87867445821,3141.93622486434,3336.86851616729,3302.72761292899,3295.38000241539,3338.44095104841,3355.4001085732,3388.50421972637,3538.39548437468,3783.98087151541,4159.92056516128,4340.90682983799,4559.93565346305,4771.7745804548,4829.31277399017,4751.55690218464,4606.02408925712,4632.19695729141,4690.72859374311,4872.62031199554,5100.50996953621,5689.47728757345,6073.98403259604,6359.78066890248,6216.99379352072,6414.88293712046,7003.1232769096,6938.73601594546,7837.34957346536,7501.839738686,7936.07928556244,7984.7603323971,7430.5382750556,7365.64153786657,7393.87420416663,7280.33379876124,7421.41179327099,7932.66570685821,8407.1811214647,8681.09548228058,9077.32209649112,..
Grenada,GRD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.743,6.627,6.442,6.196,5.906,5.597,5.3,5.04,4.835,4.69,4.604,4.561,4.537,4.512,4.479,4.436,4.385,4.337,4.299,4.269,4.251,4.244,4.243,4.245,4.243,4.231,4.2,4.146,4.068,3.966,3.842,3.701,3.551,3.401,3.254,3.116,2.988,2.87,2.762,2.666,2.582,2.512,2.455,2.409,2.373,2.344,2.321,2.301,2.282,2.262,2.24,2.217,2.194,2.171,2.148,2.126,2.104,2.083,..
Grenada,GRD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,98.0471572875977,..,..,..,..,..,..,..,..,..,..,..,..,..,98.5800018310547,..,..,..,..,..,..,..,..,..,98.5800018310547,..,..,..,..,..,..,..,..,..,98.5800018310547,..,..,..,..,..,..,..,..,..,98.5800018310547,..,..,..,..
Grenada,GRD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,97.5897827148438,..,..,..,..,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,97.7944717407227,..,..,..,..,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..,..,..,..,..,..,98.5999984741211,..,..,..,..
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Guam,GUM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27723.6367750652,27883.240173408,29604.1479791411,30592.1607999249,29375.276247165,29576.8960380147,30054.2028456599,30111.6816042731,30700.4340081784,30693.1274789777,31257.1569439436,31747.8545900619,32179.3571798863,32194.0318229081,32056.864835798,31857.7336337623,..
Guam,GUM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.052,6.048,5.984,5.857,5.67,5.439,5.187,4.939,4.716,4.526,4.372,4.248,4.137,4.028,3.917,3.801,3.681,3.561,3.447,3.34,3.248,3.177,3.128,3.1,3.092,3.095,3.099,3.097,3.082,3.053,3.013,2.969,2.929,2.899,2.881,2.872,2.87,2.867,2.86,2.846,2.824,2.794,2.759,2.72,2.679,2.638,2.599,2.562,2.528,2.498,2.472,2.448,2.427,2.406,2.386,2.367,2.347,2.328,..
Guam,GUM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.3826599121094,..,..,..,..,..,..,..,..,..,99.417106628418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.4630813598633,..,..,..,..,..,..,..,..,..,99.3085021972656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.4206466674805,..,..,..,..,..,..,..,..,..,99.3691482543945,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.1892013549805,61.4656677246094,62.7416229248047,64.014518737793,65.2812957763672,60.8,67.7842559814453,69.0143203735352,70.2260360717774,70.9,73.318205,73.7326202392578,78.667838,78.512204,77.1296005249023,78.2655258178711,83.730998,80.5791625976563,81.7674865722656,82.9768371582031,84.2042083740235,84.026414,86.7010116577148,87.9644317626953,85.494371,90.5062942504883,91.7792282104492,..,..
Guatemala,GTM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.318883895874,..,..,41.3492164611816,..,..,44.1070098876953,..
